word,zipf,length,start,direction,path
HOB,2.76,3,F4-L3,N+W+OUT,F4-L3 -> E3-L2 -> D2-L1
HOB,2.76,3,B5-L3,N+OUT,B5-L3 -> B4-L2 -> B3-L1
KER,2.76,3,B6-L4,E+IN,B6-L4 -> C6-L5 -> D6-L6
MIU,2.76,3,E2-L5,W+OUT,E2-L5 -> D2-L4 -> C2-L3
NAA,2.76,3,B1-L3,S,B1-L3 -> B2-L3 -> B3-L3
NCA,2.76,3,D4-L3,S+IN,D4-L3 -> D5-L4 -> D6-L5
OSA,2.76,3,B6-L2,N+E+IN,B6-L2 -> C5-L3 -> D4-L4
OSA,2.76,3,C6-L2,N+W,C6-L2 -> B5-L2 -> A4-L2
RTD,2.76,3,E6-L4,N,E6-L4 -> E5-L4 -> E4-L4
ASO,2.75,3,A4-L2,S+E,A4-L2 -> B5-L2 -> C6-L2
ASO,2.75,3,D4-L4,S+W+OUT,D4-L4 -> C5-L3 -> B6-L2
ILS,2.75,3,A3-L4,S+E,A3-L4 -> B4-L4 -> C5-L4
PIM,2.75,3,E1-L1,W+IN,E1-L1 -> D1-L2 -> C1-L3
YAR,2.75,3,C6-L6,E+OUT,C6-L6 -> D6-L5 -> E6-L4
FES,2.74,3,F3-L4,S+W+IN,F3-L4 -> E4-L5 -> D5-L6
NCC,2.74,3,D3-L6,N+W+OUT,D3-L6 -> C2-L5 -> B1-L4
INCE,2.73,4,D6-L3,W,D6-L3 -> C6-L3 -> B6-L3 -> A6-L3
AER,2.73,3,D3-L3,S+E,D3-L3 -> E4-L3 -> F5-L3
AGI,2.73,3,D4-L4,N,D4-L4 -> D3-L4 -> D2-L4
ARO,2.73,3,F1-L2,S,F1-L2 -> F2-L2 -> F3-L2
ARO,2.73,3,F6-L2,N+IN,F6-L2 -> F5-L3 -> F4-L4
ARO,2.73,3,F2-L3,OUT,F2-L3 -> F2-L2 -> F2-L1
ARO,2.73,3,B3-L3,N+E+IN,B3-L3 -> C2-L4 -> D1-L5
ARO,2.73,3,E1-L4,W,E1-L4 -> D1-L4 -> C1-L4
ARO,2.73,3,E1-L4,S+OUT,E1-L4 -> E2-L3 -> E3-L2
CRE,2.73,3,C2-L1,S+E+IN,C2-L1 -> D3-L2 -> E4-L3
CRU,2.73,3,C2-L5,OUT,C2-L5 -> C2-L4 -> C2-L3
CSM,2.73,3,F3-L1,N+W,F3-L1 -> E2-L1 -> D1-L1
LAR,2.73,3,F1-L4,W,F1-L4 -> E1-L4 -> D1-L4
LAR,2.73,3,B4-L4,N+OUT,B4-L4 -> B3-L3 -> B2-L2
NWS,2.73,3,D4-L3,E+OUT,D4-L3 -> E4-L2 -> F4-L1
OBA,2.73,3,C4-L2,S+E,C4-L2 -> D5-L2 -> E6-L2
TPA,2.73,3,F6-L4,OUT,F6-L4 -> F6-L3 -> F6-L2
TETRA,2.72,5,B6-L6,E+OUT,B6-L6 -> C6-L5 -> D6-L4 -> E6-L3 -> F6-L2
DCA,2.72,3,E4-L4,S+OUT,E4-L4 -> E5-L3 -> E6-L2
EDA,2.72,3,B3-L5,E+OUT,B3-L5 -> C3-L4 -> D3-L3
GRA,2.72,3,B2-L1,IN,B2-L1 -> B2-L2 -> B2-L3
GRA,2.72,3,D3-L4,N+E+OUT,D3-L4 -> E2-L3 -> F1-L2
NHK,2.72,3,C3-L3,N+OUT,C3-L3 -> C2-L2 -> C1-L1
POA,2.72,3,B2-L4,S+E+IN,B2-L4 -> C3-L5 -> D4-L6
OLIN,2.71,4,A5-L3,IN,A5-L3 -> A5-L4 -> A5-L5 -> A5-L6
AKU,2.71,3,B3-L3,S+E+IN,B3-L3 -> C4-L4 -> D5-L5
CSE,2.71,3,C4-L1,S+W+IN,C4-L1 -> B5-L2 -> A6-L3
EEE,2.71,3,A2-L4,S+E+IN,A2-L4 -> B3-L5 -> C4-L6
EEE,2.71,3,B1-L5,S,B1-L5 -> B2-L5 -> B3-L5
EEE,2.71,3,B3-L5,N,B3-L5 -> B2-L5 -> B1-L5
EEE,2.71,3,C4-L6,N+W+OUT,C4-L6 -> B3-L5 -> A2-L4
ENE,2.71,3,A4-L6,S,A4-L6 -> A5-L6 -> A6-L6
ENE,2.71,3,A4-L6,E,A4-L6 -> B4-L6 -> C4-L6
ENE,2.71,3,C4-L6,W,C4-L6 -> B4-L6 -> A4-L6
ENE,2.71,3,A6-L6,N,A6-L6 -> A5-L6 -> A4-L6
MRC,2.71,3,C6-L1,N,C6-L1 -> C5-L1 -> C4-L1
OLI,2.71,3,A5-L3,IN,A5-L3 -> A5-L4 -> A5-L5
OLI,2.71,3,F4-L4,N+W,F4-L4 -> E3-L4 -> D2-L4
RHS,2.71,3,E2-L3,OUT,E2-L3 -> E2-L2 -> E2-L1
SCO,2.71,3,F4-L1,N,F4-L1 -> F3-L1 -> F2-L1
TEO,2.71,3,E5-L4,N+OUT,E5-L4 -> E4-L3 -> E3-L2
TOA,2.71,3,B5-L1,N+IN,B5-L1 -> B4-L2 -> B3-L3
TOA,2.71,3,B5-L1,N+E+IN,B5-L1 -> C4-L2 -> D3-L3
TOA,2.71,3,A6-L4,N+OUT,A6-L4 -> A5-L3 -> A4-L2
ARP,2.70,3,D6-L5,E+OUT,D6-L5 -> E6-L4 -> F6-L3
EON,2.70,3,B2-L5,S+E,B2-L5 -> C3-L5 -> D4-L5
GOB,2.70,3,B4-L1,IN,B4-L1 -> B4-L2 -> B4-L3
GTR,2.70,3,B4-L1,S,B4-L1 -> B5-L1 -> B6-L1
IBD,2.70,3,A5-L2,N+E+IN,A5-L2 -> B4-L3 -> C3-L4
LIK,2.70,3,E1-L3,W+OUT,E1-L3 -> D1-L2 -> C1-L1
LIK,2.70,3,B4-L4,S,B4-L4 -> B5-L4 -> B6-L4
LOP,2.70,3,E1-L3,OUT,E1-L3 -> E1-L2 -> E1-L1
ORANG,2.69,5,F2-L1,IN,F2-L1 -> F2-L2 -> F2-L3 -> F2-L4 -> F2-L5
CEN,2.69,3,D5-L4,N+E+IN,D5-L4 -> E4-L5 -> F3-L6
CEN,2.69,3,F1-L6,S,F1-L6 -> F2-L6 -> F3-L6
ETO,2.69,3,E4-L3,S+IN,E4-L3 -> E5-L4 -> E6-L5
LIC,2.69,3,F1-L4,IN,F1-L4 -> F1-L5 -> F1-L6
NOO,2.69,3,B1-L3,E+IN,B1-L3 -> C1-L4 -> D1-L5
NOO,2.69,3,D4-L3,N+E+OUT,D4-L3 -> E3-L2 -> F2-L1
NOO,2.69,3,F3-L6,S+OUT,F3-L6 -> F4-L5 -> F5-L4
NPD,2.69,3,A1-L4,S+E,A1-L4 -> B2-L4 -> C3-L4
OOT,2.69,3,F4-L4,S,F4-L4 -> F5-L4 -> F6-L4
REO,2.69,3,B2-L2,S,B2-L2 -> B3-L2 -> B4-L2
REO,2.69,3,D3-L2,S+E+IN,D3-L2 -> E4-L3 -> F5-L4
ROA,2.69,3,F2-L2,S+W,F2-L2 -> E3-L2 -> D4-L2
RINA,2.68,4,D1-L6,S,D1-L6 -> D2-L6 -> D3-L6 -> D4-L6
TODA,2.68,4,E3-L6,W+OUT,E3-L6 -> D3-L5 -> C3-L4 -> B3-L3
BEF,2.68,3,D5-L2,N+E+IN,D5-L2 -> E4-L3 -> F3-L4
EEK,2.68,3,A6-L6,E+OUT,A6-L6 -> B6-L5 -> C6-L4
IHS,2.68,3,A5-L2,E+IN,A5-L2 -> B5-L3 -> C5-L4
IHS,2.68,3,B5-L4,OUT,B5-L4 -> B5-L3 -> B5-L2
IHS,2.68,3,D2-L6,W,D2-L6 -> C2-L6 -> B2-L6
NAU,2.68,3,C3-L3,S+E+IN,C3-L3 -> D4-L4 -> E5-L5
RSL,2.68,3,D6-L6,N+E,D6-L6 -> E5-L6 -> F4-L6
TUA,2.68,3,B5-L1,E+IN,B5-L1 -> C5-L2 -> D5-L3
TUA,2.68,3,E5-L4,W+IN,E5-L4 -> D5-L5 -> C5-L6
TUA,2.68,3,D6-L4,N+IN,D6-L4 -> D5-L5 -> D4-L6
TUA,2.68,3,F6-L4,N+W+IN,F6-L4 -> E5-L5 -> D4-L6
WID,2.68,3,C3-L6,N+E,C3-L6 -> D2-L6 -> E1-L6
ACR,2.67,3,D5-L3,E,D5-L3 -> E5-L3 -> F5-L3
BCA,2.67,3,B3-L1,S+E,B3-L1 -> C4-L1 -> D5-L1
GOR,2.67,3,F1-L1,W+IN,F1-L1 -> E1-L2 -> D1-L3
GOR,2.67,3,D3-L4,W+IN,D3-L4 -> C3-L5 -> B3-L6
ILA,2.67,3,F3-L5,W+OUT,F3-L5 -> E3-L4 -> D3-L3
IOM,2.67,3,C4-L5,N+E,C4-L5 -> D3-L5 -> E2-L5
NME,2.67,3,E1-L5,S,E1-L5 -> E2-L5 -> E3-L5
NTA,2.67,3,A5-L6,E,A5-L6 -> B5-L6 -> C5-L6
OCC,2.67,3,F3-L2,S,F3-L2 -> F4-L2 -> F5-L2
TCS,2.67,3,E5-L4,W,E5-L4 -> D5-L4 -> C5-L4
TIO,2.67,3,E3-L6,N+W,E3-L6 -> D2-L6 -> C1-L6
DRAGO,2.66,5,D3-L1,IN,D3-L1 -> D3-L2 -> D3-L3 -> D3-L4 -> D3-L5
GARD,2.66,4,D3-L4,OUT,D3-L4 -> D3-L3 -> D3-L2 -> D3-L1
AAU,2.66,3,F6-L2,W,F6-L2 -> E6-L2 -> D6-L2
AAU,2.66,3,D3-L3,S+IN,D3-L3 -> D4-L4 -> D5-L5
AAU,2.66,3,D4-L4,S+OUT,D4-L4 -> D5-L3 -> D6-L2
CEA,2.66,3,F4-L2,W+IN,F4-L2 -> E4-L3 -> D4-L4
EAC,2.66,3,B3-L2,N+IN,B3-L2 -> B2-L3 -> B1-L4
EAC,2.66,3,E4-L3,W+OUT,E4-L3 -> D4-L2 -> C4-L1
EAC,2.66,3,E4-L3,S+OUT,E4-L3 -> E5-L2 -> E6-L1
ERC,2.66,3,E4-L3,N+W+OUT,E4-L3 -> D3-L2 -> C2-L1
FIB,2.66,3,A4-L3,S+OUT,A4-L3 -> A5-L2 -> A6-L1
INO,2.66,3,D2-L4,S+W+OUT,D2-L4 -> C3-L3 -> B4-L2
INO,2.66,3,F1-L5,W,F1-L5 -> E1-L5 -> D1-L5
ISC,2.66,3,B5-L4,E,B5-L4 -> C5-L4 -> D5-L4
NIR,2.66,3,C6-L3,E,C6-L3 -> D6-L3 -> E6-L3
NIR,2.66,3,D3-L6,N,D3-L6 -> D2-L6 -> D1-L6
OOC,2.66,3,C4-L3,OUT,C4-L3 -> C4-L2 -> C4-L1
SND,2.66,3,E5-L6,N+W+OUT,E5-L6 -> D4-L5 -> C3-L4
TSN,2.66,3,E6-L6,N,E6-L6 -> E5-L6 -> E4-L6
ALO,2.65,3,E1-L4,OUT,E1-L4 -> E1-L3 -> E1-L2
CBR,2.65,3,C4-L1,S+E+IN,C4-L1 -> D5-L2 -> E6-L3
CBR,2.65,3,E5-L3,W+OUT,E5-L3 -> D5-L2 -> C5-L1
HEA,2.65,3,C2-L2,S+W,C2-L2 -> B3-L2 -> A4-L2
KAO,2.65,3,C1-L1,W+IN,C1-L1 -> B1-L2 -> A1-L3
NAK,2.65,3,D4-L3,N,D4-L3 -> D3-L3 -> D2-L3
NOB,2.65,3,D4-L3,W,D4-L3 -> C4-L3 -> B4-L3
NOB,2.65,3,C6-L3,W+OUT,C6-L3 -> B6-L2 -> A6-L1
OAS,2.65,3,C4-L3,N+W,C4-L3 -> B3-L3 -> A2-L3
OAS,2.65,3,C4-L3,E+OUT,C4-L3 -> D4-L2 -> E4-L1
OUI,2.65,3,C1-L4,S+OUT,C1-L4 -> C2-L3 -> C3-L2
OUI,2.65,3,E6-L5,N+W,E6-L5 -> D5-L5 -> C4-L5
TUK,2.65,3,E6-L6,N+W+OUT,E6-L6 -> D5-L5 -> C4-L4
USL,2.65,3,D6-L2,N+W+IN,D6-L2 -> C5-L3 -> B4-L4
ASR,2.64,3,D5-L3,W+IN,D5-L3 -> C5-L4 -> B5-L5
ASR,2.64,3,D4-L6,S,D4-L6 -> D5-L6 -> D6-L6
BCG,2.64,3,D2-L1,W,D2-L1 -> C2-L1 -> B2-L1
BCG,2.64,3,D4-L1,W,D4-L1 -> C4-L1 -> B4-L1
DOU,2.64,3,C3-L4,S+OUT,C3-L4 -> C4-L3 -> C5-L2
HSA,2.64,3,B5-L3,E,B5-L3 -> C5-L3 -> D5-L3
HST,2.64,3,B5-L3,OUT,B5-L3 -> B5-L2 -> B5-L1
HST,2.64,3,C2-L6,W,C2-L6 -> B2-L6 -> A2-L6
LOI,2.64,3,B4-L4,N+E+IN,B4-L4 -> C3-L5 -> D2-L6
LOI,2.64,3,A5-L4,OUT,A5-L4 -> A5-L3 -> A5-L2
LOI,2.64,3,F5-L5,N,F5-L5 -> F4-L5 -> F3-L5
NCO,2.64,3,A1-L4,E,A1-L4 -> B1-L4 -> C1-L4
NCO,2.64,3,C1-L5,W+OUT,C1-L5 -> B1-L4 -> A1-L3
NCO,2.64,3,C1-L5,S,C1-L5 -> C2-L5 -> C3-L5
OSO,2.64,3,B4-L2,S,B4-L2 -> B5-L2 -> B6-L2
OSO,2.64,3,B6-L2,N,B6-L2 -> B5-L2 -> B4-L2
SSB,2.64,3,F4-L1,W,F4-L1 -> E4-L1 -> D4-L1
VIT,2.64,3,B3-L4,S+IN,B3-L4 -> B4-L5 -> B5-L6
BANA,2.63,4,D4-L1,IN,D4-L1 -> D4-L2 -> D4-L3 -> D4-L4
DOON,2.63,4,E1-L6,W+OUT,E1-L6 -> D1-L5 -> C1-L4 -> B1-L3
AEG,2.63,3,B2-L3,S+OUT,B2-L3 -> B3-L2 -> B4-L1
EDN,2.63,3,B2-L5,S+E+OUT,B2-L5 -> C3-L4 -> D4-L3
EKE,2.63,3,A6-L3,E+IN,A6-L3 -> B6-L4 -> C6-L5
EKE,2.63,3,C6-L5,W+OUT,C6-L5 -> B6-L4 -> A6-L3
GCS,2.63,3,D6-L1,N+E,D6-L1 -> E5-L1 -> F4-L1
IFF,2.63,3,F3-L5,OUT,F3-L5 -> F3-L4 -> F3-L3
NEP,2.63,3,B4-L6,N+OUT,B4-L6 -> B3-L5 -> B2-L4
NEZ,2.63,3,C1-L5,S+W,C1-L5 -> B2-L5 -> A3-L5
OPI,2.63,3,C1-L4,S+W,C1-L4 -> B2-L4 -> A3-L4
OTP,2.63,3,F6-L5,OUT,F6-L5 -> F6-L4 -> F6-L3
TYR,2.63,3,B6-L6,E,B6-L6 -> C6-L6 -> D6-L6
NEET,2.62,4,A5-L6,N,A5-L6 -> A4-L6 -> A3-L6 -> A2-L6
AAR,2.62,3,D5-L1,E+IN,D5-L1 -> E5-L2 -> F5-L3
AAR,2.62,3,A4-L2,N+E+IN,A4-L2 -> B3-L3 -> C2-L4
ANE,2.62,3,C5-L6,N+W,C5-L6 -> B4-L6 -> A3-L6
AUT,2.62,3,D5-L3,W+OUT,D5-L3 -> C5-L2 -> B5-L1
AUT,2.62,3,D4-L6,S+OUT,D4-L6 -> D5-L5 -> D6-L4
AUT,2.62,3,D4-L6,S+E+OUT,D4-L6 -> E5-L5 -> F6-L4
AUT,2.62,3,C5-L6,E+OUT,C5-L6 -> D5-L5 -> E5-L4
DLL,2.62,3,C3-L4,S+W,C3-L4 -> B4-L4 -> A5-L4
FIE,2.62,3,A4-L3,S+E+IN,A4-L3 -> B5-L4 -> C6-L5
FIE,2.62,3,A4-L4,N,A4-L4 -> A3-L4 -> A2-L4
FIE,2.62,3,A4-L4,S+IN,A4-L4 -> A5-L5 -> A6-L6
FIE,2.62,3,A4-L4,E+IN,A4-L4 -> B4-L5 -> C4-L6
MHA,2.62,3,D1-L1,S+W+IN,D1-L1 -> C2-L2 -> B3-L3
NOG,2.62,3,D4-L3,W+OUT,D4-L3 -> C4-L2 -> B4-L1
NOG,2.62,3,D3-L6,OUT,D3-L6 -> D3-L5 -> D3-L4
SWE,2.62,3,E4-L1,IN,E4-L1 -> E4-L2 -> E4-L3
WEA,2.62,3,C3-L6,S,C3-L6 -> C4-L6 -> C5-L6
TASS,2.61,4,B5-L6,E,B5-L6 -> C5-L6 -> D5-L6 -> E5-L6
AKE,2.61,3,D5-L3,N+W+IN,D5-L3 -> C4-L4 -> B3-L5
AOA,2.61,3,D5-L1,N+W+IN,D5-L1 -> C4-L2 -> B3-L3
AOA,2.61,3,B3-L3,S+E+OUT,B3-L3 -> C4-L2 -> D5-L1
AOA,2.61,3,B3-L3,S+E,B3-L3 -> C4-L3 -> D5-L3
AOA,2.61,3,D5-L3,N+W,D5-L3 -> C4-L3 -> B3-L3
AOI,2.61,3,F1-L2,W,F1-L2 -> E1-L2 -> D1-L2
AOI,2.61,3,D4-L4,N+IN,D4-L4 -> D3-L5 -> D2-L6
AOI,2.61,3,D4-L6,N+OUT,D4-L6 -> D3-L5 -> D2-L4
ARN,2.61,3,B2-L3,E+IN,B2-L3 -> C2-L4 -> D2-L5
ASB,2.61,3,D6-L5,N+W+OUT,D6-L5 -> C5-L4 -> B4-L3
IWC,2.61,3,E3-L3,S+OUT,E3-L3 -> E4-L2 -> E5-L1
MIE,2.61,3,C1-L3,S+E+IN,C1-L3 -> D2-L4 -> E3-L5
NEH,2.61,3,D4-L3,E,D4-L3 -> E4-L3 -> F4-L3
RMA,2.61,3,D1-L4,W+OUT,D1-L4 -> C1-L3 -> B1-L2
WNT,2.61,3,C3-L6,E,C3-L6 -> D3-L6 -> E3-L6
WNT,2.61,3,C3-L6,S+E+OUT,C3-L6 -> D4-L5 -> E5-L4
DRU,2.60,3,A2-L1,E+IN,A2-L1 -> B2-L2 -> C2-L3
ECR,2.60,3,E4-L3,S,E4-L3 -> E5-L3 -> E6-L3
IMC,2.60,3,D1-L2,W+IN,D1-L2 -> C1-L3 -> B1-L4
IME,2.60,3,D2-L4,E+IN,D2-L4 -> E2-L5 -> F2-L6
WAA,2.60,3,E4-L2,S,E4-L2 -> E5-L2 -> E6-L2
NASR,2.59,4,D3-L6,S,D3-L6 -> D4-L6 -> D5-L6 -> D6-L6
ORAN,2.59,4,F2-L1,IN,F2-L1 -> F2-L2 -> F2-L3 -> F2-L4
AOS,2.59,3,F2-L3,S+OUT,F2-L3 -> F3-L2 -> F4-L1
AOS,2.59,3,D4-L4,N+W+IN,D4-L4 -> C3-L5 -> B2-L6
GPM,2.59,3,F1-L1,W,F1-L1 -> E1-L1 -> D1-L1
IVA,2.59,3,B4-L5,N+OUT,B4-L5 -> B3-L4 -> B2-L3
NEI,2.59,3,A1-L4,S,A1-L4 -> A2-L4 -> A3-L4
NEI,2.59,3,E4-L6,N+OUT,E4-L6 -> E3-L5 -> E2-L4
ORS,2.59,3,C4-L3,N+E+OUT,C4-L3 -> D3-L2 -> E2-L1
POON,2.58,4,F6-L3,N+IN,F6-L3 -> F5-L4 -> F4-L5 -> F3-L6
CAE,2.58,3,C4-L1,E+IN,C4-L1 -> D4-L2 -> E4-L3
CAE,2.58,3,E6-L1,N+IN,E6-L1 -> E5-L2 -> E4-L3
CAE,2.58,3,B1-L4,S+OUT,B1-L4 -> B2-L3 -> B3-L2
OKI,2.58,3,C4-L3,IN,C4-L3 -> C4-L4 -> C4-L5
WAC,2.58,3,C3-L1,S+E+IN,C3-L1 -> D4-L2 -> E5-L3
NONO,2.57,4,D4-L5,N,D4-L5 -> D3-L5 -> D2-L5 -> D1-L5
AEW,2.57,3,C5-L6,N,C5-L6 -> C4-L6 -> C3-L6
BCM,2.57,3,B3-L1,N+E,B3-L1 -> C2-L1 -> D1-L1
CAW,2.57,3,E5-L3,N+W+OUT,E5-L3 -> D4-L2 -> C3-L1
CCI,2.57,3,E5-L3,W+IN,E5-L3 -> D5-L4 -> C5-L5
DCC,2.57,3,D3-L1,N+W,D3-L1 -> C2-L1 -> B1-L1
HAK,2.57,3,E2-L2,S+W+IN,E2-L2 -> D3-L3 -> C4-L4
KNO,2.57,3,C6-L4,OUT,C6-L4 -> C6-L3 -> C6-L2
KOP,2.57,3,C4-L4,N+E+IN,C4-L4 -> D3-L5 -> E2-L6
LAV,2.57,3,A3-L3,S+OUT,A3-L3 -> A4-L2 -> A5-L1
NCI,2.57,3,D4-L5,S+OUT,D4-L5 -> D5-L4 -> D6-L3
TIK,2.57,3,A6-L4,N+E,A6-L4 -> B5-L4 -> C4-L4
ANAK,2.56,4,D5-L3,N,D5-L3 -> D4-L3 -> D3-L3 -> D2-L3
ACB,2.56,3,D5-L1,N+W,D5-L1 -> C4-L1 -> B3-L1
HOD,2.56,3,B5-L3,N+E+OUT,B5-L3 -> C4-L2 -> D3-L1
HOD,2.56,3,C2-L6,S+E+OUT,C2-L6 -> D3-L5 -> E4-L4
HRW,2.56,3,C2-L2,S+E,C2-L2 -> D3-L2 -> E4-L2
NPL,2.56,3,C1-L5,S+W+OUT,C1-L5 -> B2-L4 -> A3-L3
NRS,2.56,3,C3-L3,N+W+OUT,C3-L3 -> B2-L2 -> A1-L1
NRS,2.56,3,B4-L6,N,B4-L6 -> B3-L6 -> B2-L6
NRS,2.56,3,A5-L6,E+OUT,A5-L6 -> B5-L5 -> C5-L4
OMI,2.56,3,C1-L4,OUT,C1-L4 -> C1-L3 -> C1-L2
OMI,2.56,3,D1-L5,S+E,D1-L5 -> E2-L5 -> F3-L5
OMI,2.56,3,D3-L5,N+E,D3-L5 -> E2-L5 -> F1-L5
PLL,2.56,3,F6-L6,N,F6-L6 -> F5-L6 -> F4-L6
RCC,2.56,3,F5-L3,N+OUT,F5-L3 -> F4-L2 -> F3-L1
RUA,2.56,3,D1-L3,S+W,D1-L3 -> C2-L3 -> B3-L3
RUA,2.56,3,D6-L6,N+OUT,D6-L6 -> D5-L5 -> D4-L4
SAU,2.56,3,A2-L3,E,A2-L3 -> B2-L3 -> C2-L3
TRT,2.56,3,D6-L4,E,D6-L4 -> E6-L4 -> F6-L4
TRT,2.56,3,F6-L4,W,F6-L4 -> E6-L4 -> D6-L4
UAS,2.56,3,C2-L3,W,C2-L3 -> B2-L3 -> A2-L3
UCS,2.56,3,E5-L5,W+OUT,E5-L5 -> D5-L4 -> C5-L3
ROCCA,2.55,5,F2-L2,S,F2-L2 -> F3-L2 -> F4-L2 -> F5-L2 -> F6-L2
SANI,2.55,4,D5-L6,N,D5-L6 -> D4-L6 -> D3-L6 -> D2-L6
ERI,2.55,3,A3-L2,N+E,A3-L2 -> B2-L2 -> C1-L2
ERI,2.55,3,B6-L5,N,B6-L5 -> B5-L5 -> B4-L5
ERI,2.55,3,A1-L6,S+OUT,A1-L6 -> A2-L5 -> A3-L4
FEA,2.55,3,F3-L3,S+W,F3-L3 -> E4-L3 -> D5-L3
IRI,2.55,3,A5-L5,E,A5-L5 -> B5-L5 -> C5-L5
IRI,2.55,3,C5-L5,W,C5-L5 -> B5-L5 -> A5-L5
KET,2.55,3,C4-L4,N+W+IN,C4-L4 -> B3-L5 -> A2-L6
KET,2.55,3,B6-L4,IN,B6-L4 -> B6-L5 -> B6-L6
KSA,2.55,3,B6-L4,N+E+OUT,B6-L4 -> C5-L3 -> D4-L2
KSA,2.55,3,B6-L4,N+E,B6-L4 -> C5-L4 -> D4-L4
MUR,2.55,3,C6-L1,E+IN,C6-L1 -> D6-L2 -> E6-L3
NCP,2.55,3,D4-L3,S+E,D4-L3 -> E5-L3 -> F6-L3
RIE,2.55,3,D3-L2,W,D3-L2 -> C3-L2 -> B3-L2
RIE,2.55,3,E2-L3,S,E2-L3 -> E3-L3 -> E4-L3
RIE,2.55,3,B5-L5,N,B5-L5 -> B4-L5 -> B3-L5
TWC,2.55,3,E3-L1,S+IN,E3-L1 -> E4-L2 -> E5-L3
RIAA,2.54,4,B2-L2,S+E,B2-L2 -> C3-L2 -> D4-L2 -> E5-L2
TRAC,2.54,4,B5-L1,E,B5-L1 -> C5-L1 -> D5-L1 -> E5-L1
CWA,2.54,3,F3-L1,S+W+IN,F3-L1 -> E4-L2 -> D5-L3
CWA,2.54,3,F4-L2,W,F4-L2 -> E4-L2 -> D4-L2
NAL,2.54,3,C3-L3,W,C3-L3 -> B3-L3 -> A3-L3
NAL,2.54,3,D4-L3,S+E+OUT,D4-L3 -> E5-L2 -> F6-L1
NAL,2.54,3,E1-L5,OUT,E1-L5 -> E1-L4 -> E1-L3
ONN,2.54,3,C3-L5,N+E,C3-L5 -> D2-L5 -> E1-L5
ORM,2.54,3,C3-L5,N+OUT,C3-L5 -> C2-L4 -> C1-L3
RAA,2.54,3,F5-L3,W+OUT,F5-L3 -> E5-L2 -> D5-L1
RAA,2.54,3,C2-L4,S+W+OUT,C2-L4 -> B3-L3 -> A4-L2
SLI,2.54,3,C5-L4,N+W,C5-L4 -> B4-L4 -> A3-L4
MOIR,2.53,4,E2-L5,S+W,E2-L5 -> D3-L5 -> C4-L5 -> B5-L5
BHA,2.53,3,D2-L1,W+IN,D2-L1 -> C2-L2 -> B2-L3
BHA,2.53,3,D2-L1,E+IN,D2-L1 -> E2-L2 -> F2-L3
CSG,2.53,3,B6-L3,N+OUT,B6-L3 -> B5-L2 -> B4-L1
IAA,2.53,3,D2-L2,S+IN,D2-L2 -> D3-L3 -> D4-L4
IAA,2.53,3,C3-L2,S+E,C3-L2 -> D4-L2 -> E5-L2
IAA,2.53,3,D2-L4,S+OUT,D2-L4 -> D3-L3 -> D4-L2
IIA,2.53,3,D1-L2,W,D1-L2 -> C1-L2 -> B1-L2
IIA,2.53,3,A3-L4,S+E+IN,A3-L4 -> B4-L5 -> C5-L6
IIA,2.53,3,F1-L5,S+W+OUT,F1-L5 -> E2-L4 -> D3-L3
IIA,2.53,3,B4-L5,S+E,B4-L5 -> C5-L5 -> D6-L5
NID,2.53,3,A5-L6,N+E+OUT,A5-L6 -> B4-L5 -> C3-L4
NTT,2.53,3,B4-L6,S,B4-L6 -> B5-L6 -> B6-L6
RAL,2.53,3,B2-L2,S+IN,B2-L2 -> B3-L3 -> B4-L4
RAL,2.53,3,D1-L4,E,D1-L4 -> E1-L4 -> F1-L4
TAA,2.53,3,D6-L4,N+OUT,D6-L4 -> D5-L3 -> D4-L2
TAA,2.53,3,E3-L6,S+W,E3-L6 -> D4-L6 -> C5-L6
TAA,2.53,3,B6-L6,N+E,B6-L6 -> C5-L6 -> D4-L6
GORO,2.52,4,F1-L1,W+IN,F1-L1 -> E1-L2 -> D1-L3 -> C1-L4
AAN,2.52,3,B3-L3,N,B3-L3 -> B2-L3 -> B1-L3
ABH,2.52,3,B3-L3,S,B3-L3 -> B4-L3 -> B5-L3
DRA,2.52,3,D3-L1,IN,D3-L1 -> D3-L2 -> D3-L3
DVI,2.52,3,C3-L4,W,C3-L4 -> B3-L4 -> A3-L4
EPR,2.52,3,A2-L4,E,A2-L4 -> B2-L4 -> C2-L4
ERT,2.52,3,A2-L4,IN,A2-L4 -> A2-L5 -> A2-L6
ERT,2.52,3,C4-L6,N+W,C4-L6 -> B3-L6 -> A2-L6
ERT,2.52,3,C4-L6,S+W+OUT,C4-L6 -> B5-L5 -> A6-L4
GIR,2.52,3,D3-L4,N,D3-L4 -> D2-L4 -> D1-L4
GSC,2.52,3,B4-L1,S+IN,B4-L1 -> B5-L2 -> B6-L3
IAP,2.52,3,C1-L2,W,C1-L2 -> B1-L2 -> A1-L2
IVS,2.52,3,C4-L5,N+W+OUT,C4-L5 -> B3-L4 -> A2-L3
OIC,2.52,3,C4-L3,N+OUT,C4-L3 -> C3-L2 -> C2-L1
VSS,2.52,3,A5-L1,E+IN,A5-L1 -> B5-L2 -> C5-L3
CAG,2.51,3,D5-L4,N,D5-L4 -> D4-L4 -> D3-L4
ECK,2.51,3,A6-L2,E+IN,A6-L2 -> B6-L3 -> C6-L4
IUD,2.51,3,C1-L2,S+IN,C1-L2 -> C2-L3 -> C3-L4
